"RE_ID","USER_ID","MOTEL_ID","RE_MOTEL_RATING1","RE_MOTEL_REVIEWS"
"1196","286","92","1","Bình thường tiền nào của nấy"
"1197","287","92","5","Buổi tối khá là yên tỉnh"
"1198","288","92","5","An ninh tốt"
"1199","289","92","4","Chủ trọ dễ thương lắm"
"1200","290","92","5","Phòng k sạch lắm
Giá cả hợp lí"
"1201","291","92","4","An ninh , giá cả hợp lý"
"1202","292","93","2","Nhà Trọ có sân vườn, hồ cá, nơi đậu xe quá rộng, sân phơi đồ. Vừa ý mình"
"1203","293","93","3","Nhà Trọ Sinh Viên tuyệt nhất Cần Thơ"
"1204","294","93","5","Qua rộng, mát mẻ, chủ trọ hiền, tốt bụng ok hết "
"1205","295","93","5","Đây là nhà nghỉ mà chủ có lối hành xử thô thiển nhất tui từng biết. Chủ người Bắc nói tục chửi thề với khách thật không ra gì"
"1206","296","93","5","Gần truòng ĐHCT"
"1207","297","93","5","Chỗ tui ở mà"
"1208","298","93","4","Nhà trọ sinh viên sạch, sinh viên vui vẻ"
"1209","299","93","5","Nhà trọ sạch sẽ, an toàn giá cả hợp lí, với lại có anh chủ trọ đẹp trai nữa :))) thích ghê"
"1210","300","93","5","Cho em hỏi nhà trọ 1tháng giá bao nhiêu vậy ạ"
"1211","301","93","2","Trọ an ninh tuyệt đối, sạch sẽ, trật tự.bạn trọ hòa đồng chủ trọ dễ thương."
"1212","302","93","4","Nhà trọ lớn 4*10m, có phòng khách, phòng ngủ, bếp, WC. An ninh, yên tĩnh, ko qui định giờ khóa cửa cố định, mỗi nhà có chìa khoá rào riêng. Giá cả hợp lí"
"1213","303","93","4","Nha tro dep, gia re"
"1214","304","93","3","Trọ khá khuất với lại tối ở trong phòng buổi sáng cx phải bật đèn"
"1215","305","93","4","Phòng trọ to, rộng, giá rẻ nhưng hay nghẹt cầu và đường lưu thông nội bộ rất bé"
"1216","306","93","1","An ninh"
"1217","307","93","2","Sạch sẽ, thoáng mát, tiện lợi"
"1218","308","93","5","Nhà trọ rộng rãi, thoáng mát, có nơi để xe riêng, camera an ninh"
"1219","309","94","5","Nhà trọ cũng tạm được"
"1220","310","94","3","Nhậu vui quá,ae nhiệt tình"
"1221","311","94","5","Phòng trọ rẻ ,ăn ninh"
"1222","312","94","5","Cảnh báo nóng. Từ tháng 1 đến tháng 12 nóng quanh năm, phơi đồ bao khô cho mọi thời tiết. Wifi free đúng chuẩn éo dùng được. Hai dãy phòng đối diện bao vui và náo nhiệt mọi thời điểm nhá. Nơi hội tụ của những diện có sổ hộ giàu lắp máy lạnh. Hàng xóm bao OK và nhiệt tình (Vừa dọn tới là có người đến chia buồn)."
"1223","313","94","5","Được"
"1224","314","94","4","Hơi nóng, có nhiều thành phần hỗn tạp, wifi yếu"
"1225","315","94","4","Không tiện nghi"
"1226","316","94","4","Wifi yếu quá"
"1227","317","94","3","Sạch sẽ đầy đủ tiện nghi an ninh"
"1228","318","94","5","Nóng, hôi cống và hơi ồn."
"1229","319","94","5","Nha tro moi sach dep, gia binh dan"
"1230","320","94","4","NÓNG, wifi yếu xài ko đc"
"1231","321","94","1","Phòng có nhiều chuột và gián."
"1232","322","94","5","Đồng ý"
"1233","323","94","5","Ok"
"1234","324","94","3","Chỗ ở thì ổn nhưng xung quanh thiếu tiệm tạp hóa, chỉ có duy nhất 1 tiệm, tiệm này bán công buổi trưa và chiều nhưng giá khá chác, 20k."
"1235","325","95","2","Được"
"1236","326","95","2","Nhà trọ thoáng mát, sạch sẽ, an ninh trật tự tốt."
"1237","327","95","1","An ninh tốt, quản lí thân thiện, đường vào trọ không quá xa, điện nước giá theo quy định, phòng còn mới, phòng không bị ngập nước"
"1238","328","95","1","Nhà rộng, sạch sẽ, quản lí nhiệt tình vui vẻ
Tuy nhiên, phòng 34 cửa toilet chưa được sửa chữa, nhiều gián ( sợ nhất con này), lối đi chật, dắt xe hk ra được."
"1239","329","95","5","Nhà khá sâu trong hẻm, xe 4 bánh chưa thực sự vào được, cúp điện thường xuyên vào mùa mưa, đường vắng nhiều khúc cua nguy hiểm khi đi hẻm 112 đường 3/2 vào."
"1240","330","95","4","Nhà trọ mới đẹp, có điều vào hẻm sâu quá"
"1241","331","95","2","Quá nhiều gián"
"1242","332","95","3","Không tốt"
"1243","333","95","3","Tốt"
"1244","334","95","4","Nhà trọ văn minh, lịch sự"
"1245","224","95","3","Tiếc là"
"1246","225","95","5","Nhà trọ có camera an ninh, giờ tự do, có khóa cổng chính, phòng làm ổ khóa ko kiên cố cho lắm, tuy nhiên nhiều phòng nên ko có chuyện ng lạ vào bẻ khóa mà ko ai hay. Chổ để xe nhỏ và để chung ở góc cầu thang dễ mất nếu có nội gián trong nhà trọ!"
"1247","226","95","4","Nhà trọ Phược Lộc 63X Tổ 10"
"1248","227","95","4","Thấy tạm được có điều đường chưa được ok lắm, và đi vào ban đêm ko đc an toàn cho lắm"
"1249","228","95","5","Nhà trọ là phải lưu ý bị trộm, do nhiều người ra vào và có kẻ xấu trà trộn với mọi hình thức. Nên cẩn thận cửa nẻo dù chỉ quay mặt vô tolet."
"1250","229","95","5","Sạch swx. Thoáng mát. Lịch sự. Giá cả phải chăng."
"1251","230","95","4","Khá ổn nhưng ngõ vào thì hẹp với đường xấu"
"1252","231","96","5","Giơ dáy. Ngập nước"
"1253","232","96","4","Mọi thứ đều ổn cho tới mùa nước lên và có phòng bị trộm đồ"
"1254","233","96","5","Khá yên tĩnh! 1 lựa chọn khá tốt"
"1255","234","96","5","Giá sinh viên"
"1256","235","96","4","Cũng tạm... kem cheese ngọt quá"
"1257","236","96","5","cũng duoc"
"1258","237","96","4","Nhân viên rất oke, trà sữa tạm"
"1259","238","96","5","Bình dân"
"1260","239","96","4","Sạch sẽ"
"1261","240","96","5","Khá yên tĩnh! 1 lựa chọn khá tốt"
"1262","241","96","4","Giá sinh viên"
"1263","242","96","5","Cũng tạm... kem cheese ngọt quá"
"1264","243","96","4","cũng duoc"
"1265","244","96","5","Nhân viên rất oke, trà sữa tạm"
"1266","245","96","5","Bình dân"
"1267","246","97","5","Sạch sẽ"
"1268","247","97","5","Nhờ Bạn đánh giá vậy !"
"1269","248","97","5","Hơi ẩm"
"1270","249","97","3","Tiện nghi"
"1271","250","97","5","Nhà trọ đáng để thuê"
"1272","251","97","5","Nhà trọ an ninh tốt"
"1273","252","97","5","Dk"
"1274","253","97","5","Tạm chấp nhận được"
"1275","254","97","5","Đươc"
"1276","255","97","5","Tam duoc"
"1277","256","97","4","Thoáng mát,  an ninh"
"1278","257","97","5","ngập"
"1279","258","97","5","Duoc"
"1280","259","97","5","Dơ lắm"
"1281","260","98","5","Tôi đã sống ở đây được 5 năm ..."
"1282","70","98","4","Ok"
"1283","71","98","4","Good"
"1284","72","98","5","Good"
"1285","73","98","5","Nhà trọ thoáng mát, sạch sẽ, yên tĩnh. Sáng thức giấc không gian bình yên như ở quê. Rất thoải mái. Giá cả hợp lý, an ninh, không gian thoáng. Giá cả cũng tương đối hợp lý được cái khu này an ninh tốt nên ở khá an tâm nhé"
"1286","74","98","4","Giá cả hợp lý, an ninh, không gian thoáng"
"1287","75","98","5","Giá cả cũng tương đối hợp lý được cái khu này an ninh tốt nên ở khá an tâm nhé"
"1288","76","98","4","Rất tốt"
"1289","77","98","5","Rất tốt"
"1290","78","98","5","Tot"
"1291","79","98","5","Tot"
"1292","80","98","5","Tot"
"1293","81","98","5","Tot"
"1294","82","99","5","Ở đây ăn nhậu thâu đêm hát hò thoãi mái k sợ chủ nhắc nhỡ..."
"1295","83","99","4","Phu hop cho sinh vien"
"1296","84","99","3","Binh dan"
"1297","85","99","4","Nhà trọ tự quản. Rất thích"
"1298","86","99","2","Tuyệt vời"
"1299","87","99","2","Tốt"
"1300","88","99","1","Nhà trọ sạch sẽ, giá hợp lý, sẽ tuyệt vời hơn nếu gắn quạt hút vì hơi nóng."
"1301","89","99","5","Nhà trọ an ninh, sạch sẽ"
"1302","90","99","4","Bình dân"
"1303","91","99","5","Nhà trọ sạch sẽ, yên tĩnh, an ninh tốt "
"1304","92","99","5","Phục vụ khách hàng tốt, phòng sạch sẽ"
"1305","93","100","1","
An toàn, rộng rãi, giá cả hợp lý."
"1306","94","100","5","thuận tiện"
"1307","95","100","5","Thoáng mát, không có wifi. Giá trung bình"
"1308","96","100","4","Nhà trọ sạch sẽ, sang trọng, an ninh, wifi mạnh, chủ dễ thương"
"1309","97","100","5","Nhà Trọ khang trang sạch đẹp quá
sân đậu xe rộng rãi
Nhà mặt hướng ra sông hứng gió cực mát"
"1310","98","100","5","Nhà trọ như Khách sạn. Trưen trục đường xuống chợ đầu mối, bến Ninh Kiều"
"1311","99","100","5","Nhà trọ 17 60 phòng xây dựng mới với nhiều mức giá phù hợp cho các đối tượng, trang thiết bị mới, đầy đủ tiện nghi, máy điều hòa quạt, giường gỗ, hệ thống nước nóng lạnh, các thiết bị WC mới, phục vụ giặt ủi, bảo vệ 24/24, dịch vụ vệ sinh hằng ngày"
"1312","100","100","5","Nhà trọ ok , đường đi gần trường đại học , không bị ngập lụt thoáng mát sạch sẽ thích hợp cho sinh viên đo học thuê ở , ở đây thoáng mát dễ đi chuyển đi học , mọi người xung quabh rất vui vẻ và hoà đồng có nhiều bạn sinh viên đi học ở đây rất tiện lợi , nước điện xài rất ok có đường đi để xe thì rộng bà chủ dê thương rất ok bạn bè giới thiệu nên biết chỗ này ở"
"1313","101","100","5","Nhà trọ có camera an ninh, giờ tự do, có khóa cổng chính, phòng làm ổ khóa ko kiên cố cho lắm, tuy nhiên nhiều phòng nên ko có chuyện ng lạ vào bẻ khóa mà ko ai hay. Chổ để xe nhỏ và để chung ở góc cầu thang dễ mất nếu có nội gián trong nhà trọ!"
"1314","102","100","4","Nhà trọ sạch sẽ. Rộng rãi chỉ có điều là wifi yếu quá yếu"
"1315","103","100","4","Trọ nhiều phòng sạch sẽ tốt an ninh."
"1316","104","100","3","Rộng, đẹp"
"1317","105","100","4","Vâng"
"1318","106","101","1","Dơ. Nóng nực"
"1319","107","101","2","Nhà trọ dơ chủ nói chuyện rất md"
"1320","108","101","5","Trọ lớn mà kiếm hoài ko thấy"
"1321","109","101","5","có xảy ra trộm cắp mất xe giờ lắp camera"
"1322","110","101","3","Nhà trọ tốt
Có không gian riêng tư nhưng tổng quan lại vẫn chưa thể đạt 5* về mặt bằng chung"
"1323","111","101","5","Giá bình dân"
"1324","112","101","5","Nóng nực"
"1325","113","102","5","Dai va rong"
"1326","114","102","4","Tồi tệ"
"1327","115","102","4","Nhà trọ giá sinh viên, phòng mới xây, rộng rãi."
"1328","116","102","4","Phòng thoáng rộng, gió mát và nắng nhiều"
"1329","117","102","3","Yên tĩnh, rộng rãi"
"1330","118","102","5","trọ phù hợp với sinh viên , tiện việc đi học và đi làm do giờ tự do"
"1331","119","102","5","nhà trọ thoải mái, chủ yếu sinh viên, chủ trọ còn trẻ nên khá oki"
"1332","120","103","4","nhà trọ sạch sẽ, khách trọ là sinh viên nên thoải mái"
"1333","121","103","1","10 năm trước đây mình từng ở nơi đây , chủ nhà trọ rất thương người lao động , đặc biệt là sinh viên ."
"1334","122","103","5","Giá cả phải chăng, có wiffi free mạnh nữa."
"1335","123","103","5","Vâng"
"1336","124","103","3","Ghé chơi chỗ bạn ở"
"1337","125","103","2","Quá rẽ cho ae"
"1338","126","103","2","Chỗ ở tốt"
"1339","127","103","1","Rất tốt"
"1340","128","104","1","Rất tốt"
"1341","129","104","5","Được"
"1342","130","104","4","Nhà trọ tốt
Có không gian riêng tư nhưng tổng quan lại vẫn chưa thể đạt 5* về mặt bằng chung"
"1343","131","104","2","Không gian rộng rãi, thoải mái, phòng sạch sẽ, giá cả hợp lý"
"1344","132","104","3","Phòng sạch, giá phải chăng"
"1345","133","104","3","Tốt"
"1346","134","104","4","Rộng rãi. Nhiều phòng. Giá rẻ. An toàn. Có chỗ phơi đồ và đậu xe trong mát. Có wifi nhưng hơi yếu và không free"
"1347","135","104","3","Đây là nhà trọ ấm cúng nhất."
"1348","136","105","5","Phòng trọ đẹp. Giá phải chăng. Đường đi vào nhà trọ nhỏ, khó đi nhất là vào mùa mưa. Tuy nhiên nhà trọ rất yên tĩnh. Không bị ồn ào bởi xe cộ. Xung quanh nhà trọ cũng rất tiện lợi để đến các bệnh viện hay trường học"
"1349","137","105","4","Nhà chọ thuên hương mình sống ở đây hơn 5 năm rồi. Nhà trọ ban an ninh, thoán mát. Cổng từ và lắp các camera từ ngoài cổng vào tới trong các dẫy trọ. Phòng rộng thoán mát, giá sinh viên nưa"
"1350","138","105","4","Có camera an ninh. Giá rẻ. Phòng rộng"
"1351","139","105","5","có camera giám sát an ninh ok"
"1352","140","105","5","Sạch sẽ thoanga mát"
"1353","141","105","4","Nơi này là an toàn và an ninh Trong và ngoài với một thẻ để mở cổng. Nhà Tro này là sinh viên đắt tiền và chỉ có 2.5k / 1 Kg điện. 8k / 1 Khối nước. Đó là Nice, yên tĩnh và sạch sẽ gần cửa hàng siêu thị, trong cửa hàng cửa hàng tiện lợi là rất gần. Và nhiều tiệm làm tóc tiệm cà phê, phòng trò chơi xung quanh. Tôi chỉ thích và đọc các commont.
Vị trí này rộng rãi cho mọi người cảm thấy thoải mái khi ở lại đây. Tôi hy vọng các bản đồ google vị trí chính xác trên đó để gửi nhiều doanh nghiệp đến nơi này."
"1354","142","105","5","Không an toàn"
"1355","143","106","4","Tốt"
"1356","144","106","5","Tốt"
"1357","145","106","5","Tốt"
"1358","146","106","4","Khá ổn.

Giá phòng quạt lúc mình đặt là: 80.000₫/đêm.

Phòng sạch sẽ, không gian ổn, giá cả hợp lý, thích hợp du lịch bụi ghé ở đêm."
"1359","147","106","5","Phòng ở đây nhìu ko, mỗi phòng có rộng ko. Em định lại thuê
Xin cho ý kiến"
"1360","148","106","4","Nơi lưu trú an toàn giá ok cho những bạn đi du lịch tự túc."
"1361","149","106","5","Phòng ổn, bình dân nhưng cũng khá thoải mái"
"1362","150","107","4","Giá cao, dịch vụ ổn. Ko chê"
"1363","151","107","5","Giá thành hợp lý,  phù hợp với Sinh Viên ."
"1364","152","107","4","Giá bình dân , yên tỉnh và sạch sẽ. Gần chợ nổi Cái Răng"
"1365","153","107","5","Phòng sạch sẽ, thoáng
Giá cả hợp lý"
"1366","154","107","4","Nhà trọ sạch sẽ, yên tĩnh, thoáng mát đúng là nơi cho sinh viên sinh hoạt trong những năm ăn học tại giảng đường đại học."
"1367","155","107","5","Tiện lợi, sạch sẽ, thoáng mát, thoải mát, chủ nhà trọ hiền, hòa đồng, vui tươi"
"1368","156","107","5","Khu nhà trọ rất hơn 100 phòng, chia ra thành nhiều khu nhỏ, tuy nhiên thường kín phòng, phải đặt trước khoảng 1 tháng.
Giá phòng thay đổi theo từng khu, khoảng từ 1 triệu đến 1,3 triệu đồng/tháng. Phòng 1,3 triệu có gác nguyên căn, có ban công và dây phơi đồ sẵn, ở được từ 2 - 4 người thoải mái. Ánh sáng trong phòng tốt, không bị ngộp khi đóng kín cửa phòng, buổi chiều khá nóng nếu ở trên gác.
Điện nước khá rẻ so với những chỗ trọ khác, rất hiếm khi cúp điện, mình ở đây 2 năm chưa từng bị cúp nước. Wifi miễn phí, tốc độ cao tuy nhiên nếu xài với lưu lượng quá nhiều sẽ bị bóp băng thông trong một khoảng thời gian nhất định.
Khu nhà trọ kết hợp một số kho hàng cho thuê nên có cổng an ninh và bảo vệ, giờ đóng cổng từ 23h30 đến 5h sáng hôm sau, nếu có việc ra vào trong thời gian trên phải liên hệ bảo vệ trước."
"1369","157","107","5","Ko an toàn"
"1370","158","108","5","Khu nhà trọ rất hơn 100 phòng, chia ra thành nhiều khu nhỏ, tuy nhiên thường kín phòng, phải đặt trước khoảng 1 tháng.
Giá phòng thay đổi theo từng khu, khoảng từ 1 triệu đến 1,3 triệu đồng/tháng. Phòng 1,3 triệu có gác nguyên căn, có ban công và dây phơi đồ sẵn, ở được từ 2 - 4 người thoải mái. Ánh sáng trong phòng tốt, không bị ngộp khi đóng kín cửa phòng, buổi chiều khá nóng nếu ở trên gác.
Điện nước khá rẻ so với những chỗ trọ khác, rất hiếm khi cúp điện, mình ở đây 2 năm chưa từng bị cúp nước. Wifi miễn phí, tốc độ cao tuy nhiên nếu xài với lưu lượng quá nhiều sẽ bị bóp băng thông trong một khoảng thời gian nhất định.
Khu nhà trọ kết hợp một số kho hàng cho thuê nên có cổng an ninh và bảo vệ, giờ đóng cổng từ 23h30 đến 5h sáng hôm sau, nếu có việc ra vào trong thời gian trên phải liên hệ bảo vệ trước."
"1371","159","108","5","Khu nhà trọ cả trăm phòng, nhiều dãy, điện nước rẻ, an toàn, phù hợp cho sinh viên, cán bộ thuê lâu dài"
"1372","160","108","3","Nha  ve  sinh do"
"1373","161","108","5","Thoáng mát. Sạch sẽ. Ông chủ vô cùng tận tình."
"1374","162","108","5","Tuyệt vời.."
"1375","163","108","5","Nhà trọ có bảo vệ và an ninh không?"
"1376","164","108","5","tạm ổn ... :)"
"1377","165","108","5","Nhà trọ rộng rãi, thoáng mát, có nơi để xe riêng, camera an ninh"
"1378","166","109","5","cho con xin hình ảnh, với sđt chủ trọ với ạ, có zalo càng tốt ạ. con cảm ơn"
"1379","167","109","4","Gia đình chủ trọ này hay quát nạt khách thuê trọ, nhiều lần đuổi khách đi, gia đình này từ lớn đến bé đều ăn nói rất vô duyên, làm ăn kiểu giàu quá rồi ko cần khách, thậm chí xứng đáng gọi là mất dạy, bà già thì chửi như hát hay, còn thằng con thì xăm trổ đầy người khi khách có chuyện gì bất hoà thì thường xuyên đánh khách."
"1380","168","109","5","Nơi ở yên tĩnh an toàn thoáng mát"
"1381","169","109","5","Nhà trọ đẹp"
"1382","170","109","5","Hơi bị nóng"
"1383","171","109","5","Good. Sạch sẽ cao ráo"
"1384","172","109","4","Tốt"
"1385","173","109","4","Tốt"
"1386","174","110","5","Tốt"
"1387","175","110","5","Tốt"
"1388","176","110","4","Tốt"
"1389","177","110","5","không gian khá ổn, có gác ở ghép sẽ giảm bớt chi phí"
"1390","178","110","4","ở 4 năm, trọ an ninh, sạch sẽ, bà cụ hiền lành thân thiện"
"1391","179","110","5","Thấy cũng được phòng trọ nhiều, sạch sẽ, thời gian quy định ra vô rõ ràng..."
"1392","180","110","5","Rất tot"
"1393","181","111","5","Tàm Tạm"
"1394","182","111","5","Đầy đủ tiện nghi cô chủ thì vô cùng dễ thương"
"1395","183","111","5","Căn phòng khoản 3m, tivi tolet đầy đủ, sạch sẽ. giá bình dân."
"1396","184","111","5","Hợp lý! Giá ở rẻ, cũng khá sạch!"
"1397","185","111","4","Phong tro hoang mai sach khoan mat"
"1398","186","111","3","
tót giá rẻ"
"1399","187","111","4","Tệ , khá dơ"
"1400","188","111","2","Phòng trọ giá siêu rẽ"
"1401","189","111","2","Phòng oke"
"1402","190","112","1","Nhà trọ an ninh, chủ trọ có bán đồ lặt vặt đỡ chạy vòng vòng mua, phòng thì có gián nhưng giá thì rẻ không bị ngập nước nói chung là ổn"
"1403","191","112","5","Vị trí thực tế không tồn tại như trên bản đồ. Hỏi người dân xung quanh cũng không ai biết nhà trọ này (có thể gg maps chưa cập nhật)"
"1404","192","112","4","Bình thường"
"1405","193","112","5","Tiện nghi"
"1406","194","112","5","
Phòng bé"
"1407","195","112","1","Nhà dơ"
"1408","196","112","5","nhà trọ tạm ổn, cứ mất đồ vặt hoài không thích lắm"
"1409","197","112","5","Mot noi rat dep"
"1410","198","113","4","Trường rất tốt ạ"
"1411","199","113","5","Tôt giá rẻ"
"1412","200","113","4","Giá hợp lí"
"1413","201","113","2","tốt"
"1414","202","113","3","tốt"
"1415","203","114","5","tốt"
"1416","204","114","5","tốt"
"1417","205","114","5","tốt"
"1418","206","114","5","tốt"
"1419","207","114","4","Giá phòng tầm 900, Cô chủ trọ thân thiện tốt bụng, phơi đồ không lo mưa ướt."
"1420","208","114","5","Sống sao cho thỏa ơn trời ban cho"
"1421","209","114","5","Rộng rãi. Nhiều phòng. Giá rẻ. An toàn. Có chỗ phơi đồ và đậu xe trong mát. Có wifi nhưng hơi yếu và không free"
"1422","210","115","2","Đây là nhà trọ ấm cúng nhất."
"1423","211","115","4","Phòng trọ đẹp. Giá phải chăng. Đường đi vào nhà trọ nhỏ, khó đi nhất là vào mùa mưa. Tuy nhiên nhà trọ rất yên tĩnh. Không bị ồn ào bởi xe cộ. Xung quanh nhà trọ cũng rất tiện lợi để đến các bệnh viện hay trường học"
"1424","212","115","4","Nhà chọ thuên hương mình sống ở đây hơn 5 năm rồi. Nhà trọ ban an ninh, thoán mát. Cổng từ và lắp các camera từ ngoài cổng vào tới trong các dẫy trọ. Phòng rộng thoán mát, giá sinh viên nưa"
"1425","213","115","3","Có camera an ninh. Giá rẻ. Phòng rộng"
"1426","214","115","4","có camera giám sát an ninh ok"
"1427","215","116","1","Sạch sẽ thoanga mát"
"1428","216","116","2","Nhà Trọ Thiên Hương: Chúc mừng năm mới 2019
Nơi này là an toàn và an ninh Trong và ngoài với một thẻ để mở cổng. Nhà Tro này là sinh viên đắt tiền và chỉ có 2.5k / 1 Kg điện. 8k / 1 Khối nước. Đó là Nice, yên tĩnh và sạch sẽ gần cửa hàng siêu thị, trong cửa hàng cửa hàng tiện lợi là rất gần. Và nhiều tiệm làm tóc tiệm cà phê, phòng trò chơi xung quanh. Tôi chỉ thích và đọc các commont.
Vị trí này rộng rãi cho mọi người cảm thấy thoải mái khi ở lại đây. Tôi hy vọng các bản đồ google vị trí chính xác trên đó để gửi nhiều doanh nghiệp đến nơi này."
"1429","217","116","5","tốt"
"1430","218","116","5","tốt"
"1431","219","116","3","tốt"
"1432","220","116","5","Nhà trọ đường hơi khó tìm, nhưng đi rùi sẽ quen, nhà trọ mới xây, sạch đẹp, có lavabo rất thích, giá rẻ so với nhà trọ, vì nhà trọ cũng to mà lại còn rất mới.  Giá điện giá nước rất hợp lý, chủ nhà trọ thì ôi hỡi chú quá tốt và nhiệt tình."
"1433","221","116","5","Sạch sẽ thoáng mát!"
"1434","222","117","5","Nhà trọ sạch đẹp... giá vừa phải"
"1435","223","117","4","Tot"
"1436","224","117","4","Nhà trọ thoáng mát, sạch sẽ, yên tĩnh. Sáng thức giấc không gian bình yên như ở quê. Rất thoải mái "
"1437","225","117","4","Giá cả hợp lý, an ninh, không gian thoáng"
"1438","226","117","3","Giá cả cũng tương đối hợp lý được cái khu này an ninh tốt nên ở khá an tâm nhé"
"1439","227","117","5","Rất tốt"
"1440","228","118","5","Tốt"
"1441","229","118","4","Tốt"
"1442","230","118","1","Tốt"
"1443","231","118","5","Tuyệt vời!"
"1444","232","118","5","Nhà trọ tốt"
"1445","233","118","3","Không gian rộng rãi, thoải mái, phòng sạch sẽ, giá cả hợp lý"
"1446","234","118","2","Nhà trọ rộng rãi, thoáng mát."
"1447","235","119","2","Nhìn khách quan thì nhà trọ sạch đẹp an toàn"
"1448","236","119","1","Nhà trọ tháng giá bình dân dành cho sinh viên"
"1449","237","119","1","Tốt"
"1450","238","119","5","khá
"
"1451","239","119","4","Nhà trọ thoáng mát , sạch sẽ"
"1452","240","119","2","Sạch sẽ thoáng mát!"
"1453","241","119","3","Thoáng mát, sạch sẽ, quản lý nhiệt tình đúng giờ. Giá cả phải chăg"
"1454","242","120","3","Ko dc"
"1455","243","120","4","Phù hợp."
"1456","244","120","3","Khá ok về phòng ở lẫn an ninh"
"1457","245","120","5","An ninh, giá hợp lý"
"1458","246","120","4","quản lí trọ thích tự cúp cầu dao cho trọ"
"1459","247","121","4","Người trọ rất vui vẻ"
"1460","248","121","5","Rất nhiều phòng, wifi chia sẻ nhiều yếu"
"1461","249","121","5","Nhà trọ rộng rãi. An ninh."
"1462","250","121","4","Nhà trọ rộng, giá tốt."
"1463","251","121","5","Ổn cho sinh viên!"
"1464","252","122","4","Vâng"
"1465","253","122","5","Khá an ninh"
"1466","254","122","5","Thoáng mát. Giá hơi cao"
"1467","255","123","4","Gia bình dân"
"1468","256","124","5","Phòng tam được"
"1469","257","125","4","Nhà trọ sạch sẽ"
"1470","258","125","5","An toàn"
"1471","259","125","4","Căn hộ nhỏ của sinh viên tư nhân, phòng khô và sạch nhưng nhỏ"
"1472","260","126","5","Đi chơi với người yêu"
"1473","261","126","4","Chất lượng cũng tốt"
"1474","262","126","5","Gắn bó 14 năm trời"
"1475","263","127","4","Mọi thứ tuyệt vời. An ninh, sạch sẽ, thân thiện!"
"1476","264","127","5","Mọi thứ ok!"
"1477","265","127","5","Sạch sẽ, an toàn, giá cả hợp lý"
"1478","266","128","5","Tôi không nghĩ như vậy về ý tưởng đó vì đây là một nơi rất xa trung tâm thành phố. Tôi nghĩ rằng nó sẽ có một số nhược điểm."
"1479","267","128","5","Dear bạn. Nhà trọ sinh viên Hoàng Nam nằm cách trường ĐH FPT 2km, và cách ĐH Nam Cần Thơ 3km. Gần BV Nhi Đồng và BV Đột Qụi nha bạn."
"1480","268","128","5","Ở đây ăn nhậu thâu đêm hát hò thoãi mái k sợ chủ nhắc nhỡ..."
"1481","269","128","3","Phu hop cho sinh vien"
"1482","270","129","5","Binh dan"
"1483","271","130","5","Nhà trọ tự quản. Rất thích"
"1484","272","130","5","Tuyệt vời"
"1485","273","130","5","trọ rộng rãi, wifi mạnh coi phim tốt rất ok"
"1486","274","130","5","Yên tĩnh, an ninh, 10đ"
"1487","275","131","5","Giá ok.  An Ninh"
"1488","276","131","4","Nhà sạch sẽ, giá bình dân cho sinh viên."
"1489","277","132","5","Vị trí Mặt tiền đường Trần Nam Phú (Lộ ngân hàng) dễ tìm kiếm, dễ đi lại thuận tiện hơn"
"1490","278","132","5","Phòng nầy bao tiền 1 tháng vậy các bạn"
"1491","279","132","5","Xóa bài đánh giá 1 sao để cao điểm bình chọn ảo? Làm ăn gian lận vậy ad
"
"1492","280","132","5","Cho tôi xin số điện thoại chủ trọ với"
"1493","281","133","4","Giá cả phải chăng. Khu nhà trọ lớn với nhiều dãy phòng. Có bảo vệ, căn tin..."
"1494","282","133","4","Thì sv ở đc"
"1495","283","134","5","Ai cho minh xin sdt cua chủ nhà trọ này với"
"1496","284","134","5","Cho xin sđt nguoi quan ly nha tro ""gap"""
"1497","285","135","4","Tui rất thích luôn"
"1498","286","135","5","nơi đáng trọ"
"1499","287","135","4","Nhà trọ rộng rãi, an ninh, có bãi giữ xe."
"1500","288","135","5","giá rẻ"
"1501","289","136","5","Tiện nghi, an toàn"
"1502","290","136","5","Thoáng mát. Giá bình dân"
"1503","291","136","5","nhà trọ toàn nữ"
"1504","292","136","5","Nhà trọ nữ"
"1505","293","137","5","Phòng k sạch lắm
Giá cả hợp lí"
"1506","294","137","4","An ninh , giá cả hợp lý"
"1507","295","137","3","Chủ trọ thân thiện dễ gần vui vẻ, trọ ở yên tĩnh. Phòng trọ rộng rãi thoáng mát, có nhiều camera, đặc biệt có chó giữ nhà rất giỏi."
"1508","296","137","4","Cho em hỏi còn phồng không ạ"
"1509","297","137","2","800k rất hài lòng, phòng trọ phù hợp giá tiền."
"1510","298","138","2","Bình dân,sinh viên,không có gì nổi bật"
"1511","299","138","1","Chủ trọ nhiệt tình vui vẻ. Phòng hiện tại 800k. Có gác lửng. Đặc biệt chủ trọ cho nuôi chó."
"1512","300","138","5","Thích hợp"
"1513","301","138","4","An ninh"
"1514","302","138","5","Có"
"1515","303","139","5","Chất lượng cũng tốt"
"1516","304","139","1","Tại đây bình yên"
"1517","305","139","5","Nhậu vui quá,ae nhiệt tình"
"1518","306","139","5","Phòng trọ rẻ ,ăn ninh"
