"MOTEL_ID","MOTEL_NAME","MOTEL_LABEL","MOTEL_ADDRESS","MOTEL_LOCATION","MOTEL_RATING","MOTEL_AREA","MOTEL_PRICE","MOTEL_CONTENT","MOTEL_VIEWS","MOTEL_IMAGE","MOTEL_PRICE_2","MOTEL_VIEWS_2"
"168","Cần tìm bạn nữ ở ghép với mình.","Khá tốt","Địa chỉ: Hẻm 51, đường 3/2, quận ninh kieu, cần thơ","đường 3/2","3","DT: 20.00 m²","800000","Mình cần tìm một bạn nữ ở chung để chia tiền phòng. Phòng mình đang ở giá 800.000đ/tháng), điện nước tính theo giá nhà nước. Phòng rộng thoáng có gác. Nhà trọ ở hẻm 51, đường 3/2, quận ninh kiều, cần thơ, gần trường đai học cần thơ.... Xem thêm ","10209","NhaTro/image_motel/timbanghep.jpg","Dưới 1 triệu","Khá"
"169","Cần tìm một bạn nữ ở ghép với mình","Rất tốt","Địa chỉ: Hồng Ngự, Đồng Tháp","Ninh Kiều","3","DT: 16.00 m²","1000000","Mình đang học Dược BK39 ĐHYDCT, cần tìm một bạn nữ ở cùng, mình đang ở một mình Giá phòng 1 triệu/tháng, điện 3500k, nước 7000k Địa chỉ : NTSV Nhật Hoàng QL91B, xéo xéo BV Đa khoa Trung Ương Sđt của mình là 0964039318... Xem thêm ","8033","NhaTro/image_motel/timbanghep.jpg","Trên 2 triệu","Trung Bình"
"170","Tìm bạn nữ ở ghép ở đường Nguyễn Văn Cừ, TP.Cần Thơ","Khá tốt","Địa chỉ: Nguyễn Văn Cừ, TP.Cần Thơ","Ninh Kiều","5","DT: 42.00 m²","700000","Mình cần tìm một bạn nữ ở chung để chia tiền phòng. Phòng mình đang ở giá 700.000đ/tháng(chia đôi), điện nước tính theo giá nhà nước. Phòng rộng thoáng mát, có giường ngủ và bàn ăn. Gần đường giao thông, ko bị ngập. Gần trường CĐ Kinh tế - Kỹ... Xem thêm ","23955","NhaTro/image_motel/timbanghep.jpg","Dưới 1 triệu","Khá"
"171","Cần tìm bạn nam ở ghép ở quận Ninh Kiều","Rất tốt","Địa chỉ: nguyen van cu, quan ninh kieu, tp. can tho","Ninh Kiều","3","DT: 12.00 m²","1300000","Cần tìm 1 nam ở ghép - địa điểm: hẻm 233/46/24 đường Nguyễn Văn Cừ, quận Ninh Kiều. Tiền trọ 700k/tháng (chia đôi) Điện 5k/kwh Nước:6k/m3 Internet: 60k nhà trọ thoáng mát vệ sinh chung. Ai có nhu cầu xin liên hệ: 01656.426.430 (gặp anh Hà)... Xem thêm ","9992","NhaTro/image_motel/timbanghep.jpg","1 triệu - 2 triệu","Trung Bình"
"172","tìm bạn nữ share phòng 700k / 1 người","Rất tốt","Địa chỉ: hẻm 311 Đường Nguyễn Văn Cừ, Phường An Hòa, Quận Ninh Kiều, Cần Thơ","Ninh Kiều","4","DT: 20.00 m²","700000","Mình đang cần tìm một bạn nữ share phòng. phòng 700k, điện 4k, nước 10k, phòng 20m2+ gác, vào hẻm 311 500m , sạch sẽ, thoải mái, an ninh, cô chủ vui vẽ....Bạn bè nào có nhu cầu thì liên hệ sđt 0982179115 nhé.  Bạn mình đi làm nên không... Xem thêm ","19355","NhaTro/image_motel/timbanghep.jpg","Dưới 1 triệu","Khá"
"173","Nhà Trọ Sinh Viên","Rất tốt","Địa chỉ: 123/5 K2, Nguyễn Văn Cừ, Quận Ninh Kiều, Tp Cần Thơ, An Hoà, Ninh Kiều, Cần Thơ","Ninh Kiều","4","DT: 27.00 m²","1000000","Nhà còn dư 01 phòng diện tích 20m2, thoáng, sạch, rất mát, có sân rông 20m2 phía trước, hẻm trước nhà rộng 4m, giờ tự do, chìa khóa cổng riêng, WC riêng","21056","NhaTro/image_motel/timbanghep.jpg","Trên 2 triệu","Khá"
"174","Nhà trọ Sinh Viên","Rất tốt","Địa chỉ: Số 390X, Đường Trần Nam Phú, Phường An Khánh, Ninh Kiều, Cần Thơ","Ninh Kiều","4","DT: 24.00 m²","1000000","Mùa nhập học đến rồi_Các bạn sinh viên đã tìm được phòng trọ chưa??? 💼 Anh chị đang đi làm cần thuê trọ hay đổi nhà trọ liên hệ em tư vấn luôn ạ","26882","NhaTro/image_motel/174.jpg","Trên 2 triệu","Khá"
"175","Nhà Trọ Kiều Hạnh 2","Rất tốt","Địa chỉ: Số nhà 42 hẻm 102 Đường 3 tháng 2, Ninh Kiều, Cần Thơ
","đường 3/2","4","DT: 15.00 m²","1000000","Thoáng mát. Không ngập nước.An Ninh. Gần chợ. Gần ủy ban. Trường học.","26882","NhaTro/image_motel/175.jpg","Trên 2 triệu","Khá"
"176","Nhà Trọ Mỹ Vy","Rất tốt","Địa chỉ: 232/39A, Đường 30/4, Phường Hưng Lợi, Quận Ninh Kiều, Thành Phố Cần Thơ, Hưng Lợi, Ninh Kiề","đường 30/4","5","DT: 15.00 m²","1200000","Nhà trọ mình trống phòng,có gác, toilet trong ,wifi free .  Phòng rộng rãi thoáng mát. Cao ráo, sạch sẽ. Nền cao không ngập nước mùa mưa","102985","NhaTro/image_motel/176.jpg","1 triệu - 2 triệu","Rất tốt"
"177","Nhà Trọ Minh Nguyệt","Rất tốt","Địa chỉ: 232 Đường 30 Tháng 4, Hưng Lợi, Ninh Kiều, Cần Thơ
","đường 30/4","0","DT: 25.00 m²","700000","Cho thuê phòng trọ mới sạch đẹp trang thiết bị đầy đủ máy lạnh, nước nóng,giường tủ. Giờ giấc tự do nằm trong khu dân cư yên tĩnh thích hợp dành cho anh chị đi làm hoặc sinh viên . Dọn đồ sang là ở được liền không cần phải","0","NhaTro/image_motel/177.jpg","Dưới 1 triệu","Thấp"
"178","Nhà Trọ Sinh Viên","Rất tốt","Địa chỉ: 11/37, Mậu Thân, Quận Ninh Kiều, Tp Cần Thơ, An Phú, Ninh Kiều, Cần Thơ","Ninh Kiều","3","DT: 16.00 m²","900000","Nhà trọ - Thoáng mát - An ninh - Wc trong - Wifi miễn phí - Có gác -  Cần Thơ Nhà trọ sinh viên giá rẻ - Thoáng mát - An ninh - Wc trong - Wifi miễn phí - Có gác","21056","NhaTro/image_motel/178.jpg","Dưới 1 triệu","Khá"
"179","Nhà Nghỉ Xuân Lan Cần Thơ","Rất tốt","Địa chỉ: 482/17 Đường 30/4, Hưng Lợi, Ninh Kiều, Cần Thơ
","đường 30/4","4","DT: 16.00 m²","1000000","Nhà trọ cao ráo, thoáng mát, sạch đẹp, thiết kế theo phong cách tây cổ điển. Diện tích sử dụng 26m2, có gác lửng đổ bê tông lót và dán toàn bộ gạch bạch mã chất lượng cao, trần thạch cao, có bếp và tủ bếp, có vị trí đặt","23955","NhaTro/image_motel/179.jpg","Trên 2 triệu","Khá"
"180","Nhà Trọ 203","Rất tốt","Địa chỉ: 203D, Đường 3/2, Quận Ninh Kiều, Tp Cần Thơ, Hưng Lợi, Ninh Kiều, Cần Thơ","đường 3/2","0","DT: 15.00 m²","600000","Phòng trọ đẹp, sạch sẽ, thoáng mát, yên tĩnh, đầy đủ tiện nghi có sẵn, bao gồm: tivi, máy lạnh, máy nước nóng, tủ quần áo","0","NhaTro/image_motel/180.jpg","Dưới 1 triệu","Thấp"
"181","Nhà Trọ Sinh Viên Số 24","Rất tốt","Địa chỉ: 24 Đường Nguyễn Văn Linh, Hưng Lợi, Ninh Kiều, Cần Thơ
","Ninh Kiều","5","DT: 25.00 m²","1000000","Cho thuê phòng trọ cao cấp ,đầy đủ tiện nghi tại đường trần phú ,tivi ,máy lạnh ,máy nước nóng ,tủ lạnh ,máy nước nóng ,tủ quần áo ,bàn ghế ,giường đôi ,free wifi ,","10209","NhaTro/image_motel/181.jpg","Trên 2 triệu","Khá"
"182","Nhà trọ Sinh viên","Rất tốt","Địa chỉ: 216/9e Tầm Vu, Hưng Lợi, Ninh Kiều, Cần Thơ
","Ninh Kiều","4","DT: 100.00 m²","1000000","Nhà trọ cao cấp cao ráo, thoáng mát, sạch đẹp, thiết kế theo phong cách tây cổ điển. Diện tích sử dụng 26m2 có gác lững trần thạch cao, có bếp và tủ bếp. có vị trí đặt tủ lạnh và máy giặt. thiết bị nội thất cao cấp","8033","NhaTro/image_motel/182.jpg","Trên 2 triệu","Trung Bình"
"183","Nhà trọ Minh Thư 2","Rất tốt","Địa chỉ: 195/4 Đường 30 Tháng 4, Hưng Lợi, Ninh Kiều, Cần Thơ
","Ninh Kiều","5","DT: 13.00 m²","3200000","Phòng trọ đẹp, sạch sẽ, thoáng mát, yên tĩnh, đầy đủ tiện nghi có sẵn, bao gồm: tivi, máy lạnh, máy nước nóng, tủ quần áo","23955","NhaTro/image_motel/183.jpg","Trên 2 triệu","Khá"
"184","Nhà Trọ Sinh Viên","Rất tốt","Địa chỉ: 128/3 (cùng hẻm với Thêu vi tính Ngọc Hiền 3 tháng 2 nối dài Cầu Cái Răng","Cái Răng","4","DT: 22.00 m²","1000000","Phòng 20m2 + có gác bê tông kiên cố 10m2. Có bếp + sàn nước + nhà vệ sinh rộng rãi trong phòng. Khuôn viên rộng rãi, thoáng mát, wifi tốc... Xem thêm ","9992","NhaTro/image_motel/184.jpg","Trên 2 triệu","Trung Bình"
"185","Nhà Trọ Sinh Viên Vũ Cường","Rất tốt",,"Cái Răng","4","DT: 18.00 m²","1000000","Cho thuê phòng trọ cao cấp ,đầy đủ tiện nghi tại đường trần phú ,tivi ,máy lạnh ,máy nước nóng ,tủ lạnh ,máy nước nóng ,tủ quần áo ,bàn ghế ,giường đôi ,free wifi ,","19355","NhaTro/image_motel/185.jpg","Trên 2 triệu","Khá"
"186","Nhà Trọ 7 Bảnh","Rất tốt","Địa chỉ: 278/32/18- đường, Tầm Vu, Hưng Lợi, Ninh Kiều, Cần Thơ
","Ninh Kiều","4","DT: 18.00 m²","1000000","Phòng trọ cho thuê từ 1 -2 người ạ.. Mô tả qua hình ảnh các bạn nhé.","21056","NhaTro/image_motel/186.jpg","Trên 2 triệu","Khá"
"187","Nhà trọ Nắng Xanh","Rất tốt","Địa chỉ: 2QC8+36Q, Hưng Lợi, Ninh Kiều, Cần Thơ","Ninh Kiều","0","DT: 21.00 m²","600000","Phòng trọ đẹp, sạch sẽ, thoáng mát, yên tĩnh, đầy đủ tiện nghi có sẵn, bao gồm: tivi, máy lạnh, máy nước nóng, tủ quần áo","0","NhaTro/image_motel/187.jpg","Dưới 1 triệu","Thấp"
"188","Nhà Trọ Sinh Viên","Rất tốt","Địa chỉ: 178 Ba Tháng Hai, An Binh, Ninh Kiều, Cần Thơ
","Ninh Kiều","0","DT: 26.00 m²","750000","Phòng 20m2 + có gác bê tông kiên cố 10m2. Có bếp + sàn nước + nhà vệ sinh rộng rãi trong phòng. Khuôn viên rộng rãi, thoáng mát, wifi tốc... Xem thêm ","0","NhaTro/image_motel/188.jpg","Dưới 1 triệu","Thấp"
"189","Nhà Trọ Sinh Viên","Rất tốt","Địa chỉ: 91/15, Đường 30/4, Quận Ninh Kiều, Tp Cần Thơ, Hưng Lợi, Ninh Kiều, Cần Thơ","đường 30/4","4","DT: 26.00 m²","1000000","Điện 3500...Nước 6000.","21059","NhaTro/image_motel/189.jpg","Trên 2 triệu","Khá"
"190","Nhà Trọ Anh Trâm","Rất tốt","Địa chỉ: 47/5, Đường 3/2, Quận Ninh Kiều, Tp Cần Thơ, Xuân Khánh, Ninh Kiều, Cần Thơ","đường 3/2","0","DT: 26.00 m²","750000","Cho thuê phòng trọ giá rẻ.điện 3000, nước 7000, khu yên tỉnh, sạch sẽ, thoáng mát, wifi miễn phí, phòng mới có gác lững, wc trong phòng, có sân phơi đồ, đậu xe...gần trường đại học khu 1, khu 2, cao đẳng, gần chợ,","0","NhaTro/image_motel/190.jpg","Dưới 1 triệu","Thấp"
"191","Nhà trọ My Home","Rất tốt","Địa chỉ: số 776 Đường 30 Tháng 4, Hưng Lợi, Ninh Kiều, Cần Thơ 900000
","đường 30/4","0","DT: 26.00 m²","800000","Cho thuê phòng trọ                                                                         Nhà có 4 phòng tro vừa mới xây, rông rãi thoáng mát có gác lửng và tolet trong thuân lơi. Giá điên 3k nươc 7k. Phù hơp cho sv và cnv thuê ở và làm việc","0","NhaTro/image_motel/191.jpg","Dưới 1 triệu","Thấp"
"192","Nhà Trọ Anh Thư","Rất tốt","Địa chỉ: 6 Đường 30 Tháng 4, Xuân Khánh, Ninh Kiều, Cần Thơ
","đường 30/4","0","DT: 26.00 m²","950000","CHO THUÊ PHÒNG TRỌ MỚI XÂY 100%,RẤT SẠCH ĐẸP, THOÁNG MÁT, YÊN TĨNH, AN NINH. GẦN CÁC TRƯỜNG CĐ, ĐH, SIÊU THỊ LOTTE, CHỢ AN KHÁNH. THÍCH HỢP CHO SINH VIÊN HOẶC HỘ GIA ĐÌNH.  DIỆN TÍCH SỬ DỤNG: 22m2, CÓ GÁC  GIÁ THUÊ: 1 TRIỆU/THÁNG  VUI LÒNG LIÊN HỆ...","0","NhaTro/image_motel/192.jpg","Dưới 1 triệu","Thấp"
"193","Nhà Trọ 388","Rất tốt","Địa chỉ: 310/9B Đường 30 Tháng 4, Xuân Khánh, Ninh Kiều, Cần Thơ
","đường 30/4","4","DT: 16.00 m²","850000","Chi tiết","11135","NhaTro/image_motel/193.jpg","Dưới 1 triệu","Khá"
"194","Nhà Trọ Sinh Viên Cô Bảy","Rất tốt","Địa chỉ: 51F7, Hẻm 51, Ba Tháng Hai, Xuân Khánh, Ninh Kiều, Cần Thơ
","Ninh Kiều","5","DT: 16.00 m²","1000000","Nhà còn dư 01 phòng diện tích 20m2, thoáng, sạch, rất mát, có sân rông 20m2 phía trước, hẻm trước nhà rộng 4m, giờ tự do, chìa khóa cổng riêng, WC riêng","9309","NhaTro/image_motel/194.jpg","Trên 2 triệu","Trung Bình"
"195","Nhà trọ sinh viên Ngọc Thư","Khá tốt","Địa chỉ: 102 102/38 A Đường 3-2, P, Ninh Kiều, 900000","đường 3/2","4","DT: 15.00 m²","1000000","Mùa nhập học đến rồi_Các bạn sinh viên đã tìm được phòng trọ chưa??? 💼 Anh chị đang đi làm cần thuê trọ hay đổi nhà trọ liên hệ em tư vấn luôn ạ","20540","NhaTro/image_motel/195.jpg","Trên 2 triệu","Khá"
"196","NHÀ TRỌ TRẦN TÂM 2","Rất tốt","Địa chỉ: NHÀ TRỌ TRẦN TÂM 2, 6/2 KDC METRO, P.HƯNG LỢI, Q, Ninh Kiều, Cần Thơ","Ninh Kiều","4","DT: 14.00 m²","1200000","Thoáng mát. Không ngập nước.An Ninh. Gần chợ. Gần ủy ban. Trường học.","14774","NhaTro/image_motel/196.jpg","1 triệu - 2 triệu","Khá"
"197","Nhà Trọ 34","Rất tốt","Địa chỉ: 34 Quản Trọng Hoàng, Xuân Khánh, Ninh Kiều, Cần Thơ
","Ninh Kiều","5","DT: 16.00 m²","2000000","Nhà trọ mình trống phòng,có gác, toilet trong ,wifi free .  Phòng rộng rãi thoáng mát. Cao ráo, sạch sẽ. Nền cao không ngập nước mùa mưa","11968","NhaTro/image_motel/197.jpg","Trên 2 triệu","Khá"
"198","nhà trọ Kiều","Rất tốt","Địa chỉ: 124/8/20 Đ. 3/2, Xuân Khánh, Ninh Kiều, Cần Thơ
","đường 3/2","0","DT: 17.00 m²","850000","Cho thuê phòng trọ mới sạch đẹp trang thiết bị đầy đủ máy lạnh, nước nóng,giường tủ. Giờ giấc tự do nằm trong khu dân cư yên tĩnh thích hợp dành cho anh chị đi làm hoặc sinh viên . Dọn đồ sang là ở được liền không cần phải","0","NhaTro/image_motel/198.jpg","Dưới 1 triệu","Thấp"
"199","Nhà Trọ Huỳnh Hà","Rất tốt","Địa chỉ: 202, Đường Tầm Vu, Quận Ninh Kiều, Tp Cần Thơ, Hưng Lợi, Ninh Kiều, Cần Thơ","Ninh Kiều","0","DT: 16.00 m²","1000000","Nhà trọ - Thoáng mát - An ninh - Wc trong - Wifi miễn phí - Có gác -  Cần Thơ Nhà trọ sinh viên giá rẻ - Thoáng mát - An ninh - Wc trong - Wifi miễn phí - Có gác","0","NhaTro/image_motel/199.jpg","Trên 2 triệu","Thấp"
"200","Nhà Thuê 9797 Cần Thơ","Rất tốt","Địa chỉ: 76/7 Đường 3 Tháng 2, Hưng Lợi, Ninh Kiều, Cần Thơ 900000
","đường 3/2","0","DT: 10.00 m²","1000000","Nhà trọ cao ráo, thoáng mát, sạch đẹp, thiết kế theo phong cách tây cổ điển. Diện tích sử dụng 26m2, có gác lửng đổ bê tông lót và dán toàn bộ gạch bạch mã chất lượng cao, trần thạch cao, có bếp và tủ bếp, có vị trí đặt","0","NhaTro/image_motel/200.png","Trên 2 triệu","Thấp"
"201","Nhà Trọ Minh Lộc","Rất tốt","Địa chỉ: 180/5A1, Đường 30/4, Phường Hưng Lợi, Quận Ninh Kiều, Thành Phố Cần Thơ, Hưng Lợi, Ninh Kiề","đường 30/4","0","DT: 16.00 m²","1200000","Phòng trọ đẹp, sạch sẽ, thoáng mát, yên tĩnh, đầy đủ tiện nghi có sẵn, bao gồm: tivi, máy lạnh, máy nước nóng, tủ quần áo","0","NhaTro/image_motel/201.jpg","1 triệu - 2 triệu","Thấp"
"202","Nhà trọ Chú Cẩn","Rất tốt","Địa chỉ: Tp, 42 Đường Nguyễn Văn Linh, Hưng Lợi, Ninh Kiều, Cần Thơ
","Ninh Kiều","0","DT: 32.00 m²","2000000","Cho thuê phòng trọ cao cấp ,đầy đủ tiện nghi tại đường trần phú ,tivi ,máy lạnh ,máy nước nóng ,tủ lạnh ,máy nước nóng ,tủ quần áo ,bàn ghế ,giường đôi ,free wifi ,","0","NhaTro/image_motel/202.jpg","Trên 2 triệu","Thấp"
"203","Nhà trọ Cô Sen","Rất tốt","Địa chỉ: Hẻm 51, Xuân Khánh, Ninh Kiều, Cần Thơ","Ninh Kiều","5","DT: 45.00 m²","2000000","Nhà trọ cao cấp cao ráo, thoáng mát, sạch đẹp, thiết kế theo phong cách tây cổ điển. Diện tích sử dụng 26m2 có gác lững trần thạch cao, có bếp và tủ bếp. có vị trí đặt tủ lạnh và máy giặt. thiết bị nội thất cao cấp","55698","NhaTro/image_motel/203.jpg","Trên 2 triệu","Tốt"
"204","Nhà trọ ngọc lệ","Rất tốt","Địa chỉ: Đ. 3/2, Xuân Khánh, Ninh Kiều, Cần Thơ","đường 3/2","0","DT: 25.00 m²","1500000","Phòng trọ đẹp, sạch sẽ, thoáng mát, yên tĩnh, đầy đủ tiện nghi có sẵn, bao gồm: tivi, máy lạnh, máy nước nóng, tủ quần áo","0","NhaTro/image_motel/204.png","1 triệu - 2 triệu","Thấp"
"205","Nha tro sinh vien","Rất tốt","Địa chỉ: 172 Lê Bình, Hưng Lợi, Ninh Kiều, Cần Thơ","Ninh Kiều","0","DT: 20.00 m²","1700000","Phòng 20m2 + có gác bê tông kiên cố 10m2. Có bếp + sàn nước + nhà vệ sinh rộng rãi trong phòng. Khuôn viên rộng rãi, thoáng mát, wifi tốc... Xem thêm ","0","NhaTro/image_motel/205.jpg","1 triệu - 2 triệu","Thấp"
"206","Nhà Trọ Số 9","Rất tốt","Địa chỉ: 9, Đường 30/04, Quận Ninh Kiều, Tp Cần Thơ, Xuân Khánh, Ninh Kiều, Cần Thơ","đường 30/4","0","DT: 25.00 m²","700000","Cho thuê phòng trọ cao cấp ,đầy đủ tiện nghi tại đường trần phú ,tivi ,máy lạnh ,máy nước nóng ,tủ lạnh ,máy nước nóng ,tủ quần áo ,bàn ghế ,giường đôi ,free wifi ,","0","NhaTro/image_motel/206.jpg","Dưới 1 triệu","Thấp"
"207","Nhà Trọ Vũ Anh","Rất tốt","Địa chỉ: 3 D5 Khu Dân Cư Metro, Quốc Lộ 91B, Quận Ninh Kiều, Tp Cần Thơ, Hưng Lợi, Ninh Kiều, Cần Th","khu dân cư metro","0","DT: 20.00 m²","750000","Phòng trọ cho thuê từ 1 -2 người ạ.. Mô tả qua hình ảnh các bạn nhé.","0","NhaTro/image_motel/207.jpg","Dưới 1 triệu","Thấp"
"208","Nhà Trọ Thanh Hồng","Rất tốt","Địa chỉ: 326A/10 Quốc Lộ 91B, Quận Ninh Kiều, Tp Cần Thơ, Phường An Khánh, Ninh Kiều, Cần Thơ","Ninh Kiều","5","DT: 16.00 m²","1000000","Phòng trọ đẹp, sạch sẽ, thoáng mát, yên tĩnh, đầy đủ tiện nghi có sẵn, bao gồm: tivi, máy lạnh, máy nước nóng, tủ quần áo","45789","NhaTro/image_motel/208.jpg","Trên 2 triệu","Khá"
"209","Nhà Trọ Chu Công Đạt","Rất tốt","Địa chỉ: 117/18 Ba Tháng Hai, Hưng Lợi, Ninh Kiều, Cần Thơ","Ninh Kiều","3","DT: 25.00 m²","2000000","Phòng 20m2 + có gác bê tông kiên cố 10m2. Có bếp + sàn nước + nhà vệ sinh rộng rãi trong phòng. Khuôn viên rộng rãi, thoáng mát, wifi tốc... Xem thêm ","35628","NhaTro/image_motel/209.jpg","Trên 2 triệu","Khá"
"210","Nhà trọ sinh viên Toàn Khoa","Rất tốt","Địa chỉ: 68B/8 A1 đường 3 tháng 2 TP, Hưng Lợi, Ninh Kiều, Cần Thơ
","Ninh Kiều","5","DT: 16.00 m²","1000000","Điện 3500...Nước 6000.","44898","NhaTro/image_motel/210.jpg","Trên 2 triệu","Khá"
"211","Nhà Trọ I Cool","Rất tốt","Địa chỉ: 34/38 Quốc Lộ 91B, Quận Ninh Kiều, Tp Cần Thơ","Ninh Kiều","0","DT: 20.00 m²","1000000","Cho thuê phòng trọ giá rẻ.điện 3000, nước 7000, khu yên tỉnh, sạch sẽ, thoáng mát, wifi miễn phí, phòng mới có gác lững, wc trong phòng, có sân phơi đồ, đậu xe...gần trường đại học khu 1, khu 2, cao đẳng, gần chợ,","0","NhaTro/image_motel/211.jpg","Trên 2 triệu","Thấp"
"212","Nhà Trọ Minh Tuyền","Rất tốt","Địa chỉ: 118/22E, Đường 30/4, Phường Hưng Lợi, Quận Ninh Kiều, Thành Phố Cần Thơ, Hưng Lợi, Ninh Kiề","Ninh Kiều","0","DT: 24.00 m²","1000000","Cho thuê phòng trọ                                                                         Nhà có 4 phòng tro vừa mới xây, rông rãi thoáng mát có gác lửng và tolet trong thuân lơi. Giá điên 3k nươc 7k. Phù hơp cho sv và cnv thuê ở và làm việc","0","NhaTro/image_motel/212.jpg","Trên 2 triệu","Thấp"
"213","Nhà trọ Cẩm Tú","Rất tốt","Địa chỉ: Hẻm 51 51/51H đường 3/2 Xuân Khánh Ninh Kiều Tp Cần Thơ Cần thơ Can Tho City, 92000","Ninh Kiều","3","DT: 20.00 m²","1000000","CHO THUÊ PHÒNG TRỌ MỚI XÂY 100%,RẤT SẠCH ĐẸP, THOÁNG MÁT, YÊN TĨNH, AN NINH. GẦN CÁC TRƯỜNG CĐ, ĐH, SIÊU THỊ LOTTE, CHỢ AN KHÁNH. THÍCH HỢP CHO SINH VIÊN HOẶC HỘ GIA ĐÌNH.  DIỆN TÍCH SỬ DỤNG: 22m2, CÓ GÁC  GIÁ THUÊ: 1 TRIỆU/THÁNG  VUI LÒNG LIÊN HỆ...","33212","NhaTro/image_motel/213.jpg","Trên 2 triệu","Khá"
"214","Nhà Trọ Dương Thị Hạnh","Rất tốt","Địa chỉ: 169/7, Đường Đ. Trần Ngọc Quế, Xuân Khánh, Ninh Kiều, Cần Thơ
","Ninh Kiều","0","DT: 18.00 m²","1000000","Nhà trọ cao ráo, thoáng mát, sạch đẹp, thiết kế theo phong cách tây cổ điển. Diện tích sử dụng 26m2, có gác lửng đổ bê tông lót và dán toàn bộ gạch bạch mã chất lượng cao, trần thạch cao, có bếp và tủ bếp, có vị trí đặt","0","NhaTro/image_motel/214.jpg","Trên 2 triệu","Thấp"
"215","Nhà trọ 2/110a Lê Lai (số mới 56/14)","Rất tốt","2/110a Lê Lai (số mới 56/14)","Ninh Kiều","0","DT: 26.00 m²","1000000","Phòng trọ đẹp, sạch sẽ, thoáng mát, yên tĩnh, đầy đủ tiện nghi có sẵn, bao gồm: tivi, máy lạnh, máy nước nóng, tủ quần áo","0","NhaTro/image_motel/215.jpg","Trên 2 triệu","Thấp"
"216","Nhà Trọ Dương Thị Thu Phượng","Rất tốt","Địa chỉ: Số 13, Đường Trần Văn Hoài, Phường Xuân Khánh, Quận Ninh Kiều, Xuân Khánh, Ninh Kiều, Cần T","Ninh Kiều","0","DT: 30.00 m²","1000000","Cho thuê phòng trọ cao cấp ,đầy đủ tiện nghi tại đường trần phú ,tivi ,máy lạnh ,máy nước nóng ,tủ lạnh ,máy nước nóng ,tủ quần áo ,bàn ghế ,giường đôi ,free wifi ,","0","NhaTro/image_motel/216.jpg","Trên 2 triệu","Thấp"
"217","Nhà Trọ Hoàng Gia","Rất tốt","Địa chỉ: 114/6Q, Tầm Vu, Hưng Lợi, Ninh Kiều, Tp. Cần Thơ, Trần Hoàng Na Hẻm 49, Hưng Lợi, Ninh Kiều","Ninh Kiều","4","DT: 36.00 m²","1500000","Nhà trọ cao cấp cao ráo, thoáng mát, sạch đẹp, thiết kế theo phong cách tây cổ điển. Diện tích sử dụng 26m2 có gác lững trần thạch cao, có bếp và tủ bếp. có vị trí đặt tủ lạnh và máy giặt. thiết bị nội thất cao cấp","33859","NhaTro/image_motel/217.jpg","1 triệu - 2 triệu","Khá"
"218","Nhà Trọ 35","Rất tốt","Địa chỉ: 35 Quản Trọng Hoàng, Xuân Khánh, Ninh Kiều, Cần Thơ
","Ninh Kiều","5","DT: 36.00 m²","3000000","Phòng trọ đẹp, sạch sẽ, thoáng mát, yên tĩnh, đầy đủ tiện nghi có sẵn, bao gồm: tivi, máy lạnh, máy nước nóng, tủ quần áo","96589","NhaTro/image_motel/218.jpg","Trên 2 triệu","Rất tốt"
"219","Nhà Trọ Phượng Nguyên","Rất tốt","Địa chỉ: 42/6A Trần Hoàng Na, Hưng Lợi, Ninh Kiều, Cần Thơ","Ninh Kiều","4","DT: 22.00 m²","2000000","Phòng 20m2 + có gác bê tông kiên cố 10m2. Có bếp + sàn nước + nhà vệ sinh rộng rãi trong phòng. Khuôn viên rộng rãi, thoáng mát, wifi tốc... Xem thêm ","47852","NhaTro/image_motel/219.jpg","Trên 2 triệu","Khá"
"220","Nhà Trọ Mười Tam","Rất tốt","Địa chỉ: 120 Hẻm 132, Hưng Lợi, Ninh Kiều, Cần Thơ","Ninh Kiều","0","DT: 21.00 m²","6900000","Nhà trọ cao cấp cao ráo, thoáng mát, sạch đẹp, thiết kế theo phong cách tây cổ điển. Diện tích sử dụng 26m2 có gác lững trần thạch cao, có bếp và tủ bếp. có vị trí đặt tủ lạnh và máy giặt. thiết bị nội thất cao cấp","0","NhaTro/image_motel/220.jpg","Trên 2 triệu","Thấp"
"221","Nhà trọ 333J Cần Thơ","Khá tốt","Địa chỉ: 2QG2+CWP, Phường An Khánh, Ninh Kiều, Cần Thơ","Ninh Kiều","5","DT: 22.00 m²","1000000","Phòng trọ đẹp, sạch sẽ, thoáng mát, yên tĩnh, đầy đủ tiện nghi có sẵn, bao gồm: tivi, máy lạnh, máy nước nóng, tủ quần áo","55698","NhaTro/image_motel/221.jpg","Trên 2 triệu","Tốt"
"222","NHÀ TRỌ SINH VIÊN 218/17B THĐ CẦN THƠ","Rất tốt","Địa chỉ: Đ. Trần Hưng Đạo, An Phú, Ninh Kiều, Cần Thơ","Ninh Kiều","5","DT: 15.00 m²","1000000","Phòng 20m2 + có gác bê tông kiên cố 10m2. Có bếp + sàn nước + nhà vệ sinh rộng rãi trong phòng. Khuôn viên rộng rãi, thoáng mát, wifi tốc... Xem thêm ","99861","NhaTro/image_motel/222.jpg","Trên 2 triệu","Rất tốt"
